RECORDID,RECORDNAME,RECORDTYPEALIAS,DATESTRING,COMMENTS,DATESTATUS,ACTION,ACTIONNUMBER,PROJECTDECISION
1995.397V,1317-1319 POWELL ST,Variance (VAR),10/25/1995,DCP:  APPR W/C,10/25/1995,Approved,,Approved
1995.398C,Stonestown Shopping Center,Conditional Use Authorization (CUA),9/7/1995,CPC:  APPR W/C:  13954,9/7/1995,Approved,13954,Approved
1995.399C,2616 24TH ST,Conditional Use Authorization (CUA),11/9/1995,CPC:  Approved:  14008,11/9/1995,Approved,14008,Approved
1995.411V,591-595 WALLER ST,Variance (VAR),10/5/1995,DCP:  APPR W/C,10/5/1995,Approved,,Approved
1995.412D,1554 29TH AV,Discretionary Review - Mandatory (DRM),11/2/1995,CPC:  BPAPP APPR W/C,11/2/1995,Approved,,Approved
1995.415V,2828 GREEN ST,Variance (VAR),11/2/1995,DCP:  GRANTED AND DENIED,11/2/1995,Approved,,Approved
1995.416V,2800 23RD ST,Variance (VAR),10/31/1995,DCP:  APPR,10/31/1995,Approved,,Approved
1995.417V,255 JERSEY ST,Variance (VAR),12/4/1995,DCP:  DENIED,12/4/1995,Disapproved,,Disapproved
1995.418V,220 PALO ALTO AV,Variance (VAR),2/8/1996,DCP:  W/D,2/8/1996,Withdawn,,Withdawn
1995.422D,664 NOE ST,Discretionary Review - Mandatory (DRM),10/12/1995,CPC:  BPAPP APPR,10/12/1995,Approved,,Approved
1995.429C,2200 MARKET ST,Conditional Use Authorization (CUA),10/12/1995,CPC:  APPR W/C:  13976,10/12/1995,Approved,13976,Approved
1995.430V,2131 DIVISADERO ST,Variance (VAR),11/13/1995,DCP:  APPR W/C,11/13/1995,Approved,,Approved
1995.431V,435-441 BURNETT AV,Variance (VAR),12/11/1995,DCP:  APPR W/C,12/11/1995,Approved,,Approved
1995.434C,3916-3920 SACRAMENTO ST,Conditional Use Authorization (CUA),12/7/1995,CPC:  DISAPPR:  14023,12/7/1995,Disapproved,14023,Disapproved
1995.434C,3916-3920 SACRAMENTO ST,Conditional Use Authorization (CUA),12/7/1995,CPC:  Approved:  14023,12/7/1995,Approved,14023,Approved
1995.435C,2130 FULTON ST,Conditional Use Authorization (CUA),10/19/1995,CPC:  Approved:  13986,10/19/1995,Approved,13986,Approved
1995.436C,1601 QUESADA AV,Conditional Use Authorization (CUA),10/26/1995,CPC:  Approved:  13991,10/26/1995,Approved,13991,Approved
1995.437C,233-241 CHURCH ST,Conditional Use Authorization (CUA),10/26/1995,CPC:  DISAPPR:  13993,10/26/1995,Disapproved,13993,Disapproved
1995.441D,25 SAN ANSELMO AV,Discretionary Review - Mandatory (DRM),2/1/1996,CPC:  BPAPP APPR W/REV,2/1/1996,Approved,,Approved
1995.442V,490 AVILA ST,Variance (VAR),9/28/1995,DCP:  APPR W/C,9/28/1995,Approved,,Approved
1995.443V,587 BUENA VISTA WEST AV,Variance (VAR),9/28/1995,DCP:  APPR W/C,9/28/1995,Approved,,Approved
1995.444V,412-414 CONNECTICUT ST,Variance (VAR),9/28/1995,DCP:  APPR W/C,9/28/1995,Approved,,Approved
1995.451C,5440 MISSION ST,Conditional Use Authorization (CUA),11/9/1995,CPC:  APPR W/C:  14007,11/9/1995,Approved,14007,Approved
1995.452C,939 Clement St.,Conditional Use Authorization (CUA),11/9/1995,CPC:  W/D BY APPLICANT,11/9/1995,Approved,,Approved
1995.458C,3250 19th Avenue,Conditional Use Authorization (CUA),6/27/1996,CPC:  APPR W/C:  14153,6/27/1996,Approved,14153,Approved
1995.463C,280-82 07TH ST,Conditional Use Authorization (CUA),2/1/1996,CPC:  APPR W/C:  14049,2/1/1996,Approved,14049,Approved
1995.465V,1641 YORK ST,Variance (VAR),9/28/1995,DCP:  APPR W/C,9/28/1995,Approved,,Approved
1995.466V,1111-1133 GREEN ST,Variance (VAR),2/1/1996,DCP:  APPR W/C,2/1/1996,Approved,,Approved
1995.468V,1285 HOLLOWAY AV,Variance (VAR),9/28/1995,DCP:  APPR,9/28/1995,Approved,,Approved
1995.472C,3201 CALIFORNIA ST,Conditional Use Authorization (CUA),10/10/1996,CPC:  APPR W/C:  14208,10/10/1996,Approved,14208,Approved
1995.473V,1384 MASONIC AV,Variance (VAR),9/28/1995,DCP:  APPR,9/28/1995,Approved,,Approved
1995.474V,207 03RD AV,Variance (VAR),9/28/1995,DCP:  APPR,9/28/1995,Approved,,Approved
1995.475D,2043 32ND AV,Discretionary Review - Mandatory (DRM),11/16/1995,CPC:  BPAPP APPR,11/16/1995,Approved,,Approved
1995.476V,2100 JEFFERSON ST,Variance (VAR),9/28/1995,DCP:  APPR,9/28/1995,Approved,,Approved
1995.477A,540 01ST ST,Certificate of Appropriateness (COA),7/9/1996,DCP:  APPR,7/9/1996,Approved,,Approved
1995.480V,1600 MISSION ST,Variance (VAR),10/2/1995,DCP:  APPR,10/2/1995,Approved,,Approved
1995.481C,5411 03RD ST,Conditional Use Authorization (CUA),12/19/1996,CPC:  APPR W/C:  14267,12/19/1996,Approved,14267,Approved
1995.483C,1280 COLUMBUS AV,Conditional Use Authorization (CUA),1/11/1996,CPC:  APPR W/C:  14036,1/11/1996,Approved,14036,Approved
1995.485C,69 WEST PORTAL AV,Conditional Use Authorization (CUA),12/14/1995,CPC:  Approved:  14029,12/14/1995,Approved,14029,Approved
1995.498V,3375 CLAY ST,Variance (VAR),11/13/1995,CPC:  APPR W/C,11/13/1995,Approved,,Approved
1995.499V,2072 OCEAN AV,Variance (VAR),12/14/1995,DCP:  APPR W/C,12/14/1995,Approved,,Approved
1995.507C,1701 OCTAVIA ST,Conditional Use Authorization (CUA),11/16/1995,CPC:  APPR W/C:  14011,11/16/1995,Approved,14011,Approved
1995.507C,1701 OCTAVIA ST,Conditional Use Authorization (CUA),11/16/1995,CPC:  Approved:  14011,11/16/1995,Approved,14011,Approved
1995.511D,1230 KEARNY ST,Discretionary Review - Mandatory (DRM),11/2/1995,CPC:  BPAPP APPR,11/2/1995,Approved,,Approved
1995.511D_3,1230 KEARNY ST,Discretionary Review - Mandatory (DRM),11/2/1995,CPC:  BPAPP APPR,11/2/1995,Approved,,Approved
1995.513C,601-621 BROADWAY,Conditional Use Authorization (CUA),1/25/1996,CPC:  APPR W/C:  14042,1/25/1996,Approved,14042,Approved
1995.516V,120 CORTLAND AV,Variance (VAR),11/16/1995,DCP:  APPR W/C,11/16/1995,Approved,,Approved
1995.518C,1688 SACRAMENTO ST,Conditional Use Authorization (CUA),11/16/1995,CPC:  APPR W/C:  14014,11/16/1995,Approved,14014,Approved
1995.519V,2865-2869 23RD ST,Variance (VAR),11/8/1996,DCP:  DENIED,11/8/1996,Disapproved,,Disapproved
1995.521C,3555 Army St (Cesar Chavez),Conditional Use Authorization (CUA),10/3/1996,CPC:  APPR W/C:  14204,10/3/1996,Approved,14204,Approved
1995.522D,861 ROCKDALE DR,Discretionary Review - Mandatory (DRM),2/8/1996,CPC:  BPAPP APPR W/MOD,2/8/1996,Approved,,Approved
1995.523D,223 27TH ST,Discretionary Review - Mandatory (DRM),2/15/1996,CPC:  BPAPP APPR,2/15/1996,Approved,,Approved
1995.525X,150 CALIFORNIA ST,Downtown Exception-309 (DNX),4/4/1996,CPC:  APPR W/C:  14095,4/4/1996,Approved,14095,Approved
1995.527V,2720 WEBSTER ST,Variance (VAR),10/27/1995,DCP:  APPR W/C,10/27/1995,Approved,,Approved
1995.528V,1325 LEAVENWORTH ST,Variance (VAR),10/26/1995,DCP:  APPR,10/26/1995,Approved,,Approved
1995.529C,1733-1735 TARAVAL ST,Conditional Use Authorization (CUA),11/30/1995,CPC:  APPR W/C:  14021,11/30/1995,Approved,14021,Approved
1995.530C,Pier 39 Ferris Wheel,Conditional Use Authorization (CUA),12/14/1995,CPC:  APPR W/C:  14033,12/14/1995,Approved,14033,Approved
1995.533D,1750 ALABAMA ST,Discretionary Review - Mandatory (DRM),10/19/1995,CPC:  BPAPP APPR,10/19/1995,Approved,,Approved
1995.542C,1249 JAMESTOWN AV,Conditional Use Authorization (CUA),4/11/1996,CPC:  APPR W/C:  14097,4/11/1996,Approved,14097,Approved
1995.542C,1249 JAMESTOWN AV,Conditional Use Authorization (CUA),4/11/1996,CPC:  Approved:  14097,4/11/1996,Approved,14097,Approved
1995.542V,1249 JAMESTOWN AV,Variance (VAR),4/24/1996,DCP:  APPR W/C,4/24/1996,Approved,,Approved
1995.543V,1500 16TH ST,Variance (VAR),1/2/1996,DCP:  APPR W/C,1/2/1996,Approved,,Approved
1995.544C,2761-2791 24TH ST,Conditional Use Authorization (CUA),5/2/1996,CPC:  APPR W/C:  14111,5/2/1996,Approved,14111,Approved
1995.545V,126 HOWTH ST,Variance (VAR),11/16/1995,DCP:  APPR,11/16/1995,Approved,,Approved
1995.547V,2099 PACIFIC AV,Variance (VAR),11/20/1995,DCP:  APPR,11/20/1995,Approved,,Approved
1995.549V,2937-2939 BRODERICK ST,Variance (VAR),10/26/1995,DCP:  APPR,10/26/1995,Approved,,Approved
1995.553C,2143-2145 TARAVAL ST,Conditional Use Authorization (CUA),11/30/1995,CPC:  APPR W/C:  14020,11/30/1995,Approved,14020,Approved
1995.554C,101 Carl St./901Cole St,Conditional Use Authorization (CUA),12/7/1995,CPC:  APPR W/C:  14025,12/7/1995,Approved,14025,Approved
1995.566D,434-436 45TH AV,Discretionary Review - Mandatory (DRM),1/18/1996,CPC:  BPAPP APPR W/C,1/18/1996,Approved,,Approved
1995.568V,150 GRAND VIEW AVE,Variance (VAR),3/18/1996,DCP:  APPR W/C,3/18/1996,Approved,,Approved
1995.569C,342-366 COLUMBUS AV,Conditional Use Authorization (CUA),12/7/1995,CPC:  APPR W/C:  14028,12/7/1995,Approved,14028,Approved
1995.570C,2277 33RD AV,Conditional Use Authorization (CUA),3/21/1996,CPC:  APPR W/C:  14084,3/21/1996,Approved,14084,Approved
1995.573V,1350 48TH AV,Variance (VAR),11/17/1995,DCP:  APPR W/ADDITIONS,11/17/1995,Approved,,Approved
1995.581V,310-314 PIERCE ST,Variance (VAR),1/24/1996,DCP:  APPR,1/24/1996,Approved,,Approved
1995.583V,1482 07TH AV,Variance (VAR),11/17/1995,DCP:  APPR W/C,11/17/1995,Approved,,Approved
1995.586C,1510 SLOAT BL,Conditional Use Authorization (CUA),1/25/1996,CPC:  APPR W/C:  14047,1/25/1996,Approved,14047,Approved
1995.595C,174 Bluxome Street,Conditional Use Authorization (CUA),2/8/1996,CPC:  APPR:  14054,2/8/1996,Approved,14054,Approved
1995.596V,333 RANDOLPH ST,Variance (VAR),11/21/1995,DCP:  APPR W/C,11/21/1995,Approved,,Approved
1995.597C,3931-3933 24TH ST,Conditional Use Authorization (CUA),11/30/1995,CPC:  Approved:  14019,11/30/1995,Approved,14019,Approved
1995.598V,1840 CLAY ST,Variance (VAR),11/17/1995,DCP:  APPR,11/17/1995,Approved,,Approved
1995.600D,177 MONTCALM ST,Discretionary Review - Mandatory (DRM),11/16/1995,CPC:  BPAPP APPR,11/16/1995,Approved,,Approved
1995.603C,3931-3933 24TH ST,Conditional Use Authorization (CUA),11/30/1995,CPC:  APPR W/C:  14019,11/30/1995,Approved,14019,Approved
1995.604C,1438-8th Ave,Conditional Use Authorization (CUA),1/25/1996,CPC:  APPR W/C:  14044,1/25/1996,Approved,14044,Approved
1995.604V,1438-8th Ave,Variance (VAR),2/22/1996,DCP:  APPR,2/22/1996,Approved,,Approved
1995.605V,1520 LYON ST,Variance (VAR),1/31/1996,DCP:  APPR W/C,1/31/1996,Approved,,Approved
1995.612D,750 BRUNSWICK ST,Discretionary Review - Mandatory (DRM),11/30/1995,CPC:  BPAPP APPR W/MOD,11/30/1995,Approved,,Approved
1995.618V,236 GRAND VIEW AV,Variance (VAR),2/1/1996,DCP:  APPR,2/1/1996,Approved,,Approved
1995.619C,251 CLEMENT ST,Conditional Use Authorization (CUA),2/15/1996,CPC:  APPR W/C:  14056,2/15/1996,Approved,14056,Approved
1995.619V,251 CLEMENT ST,Variance (VAR),6/6/1996,DCP:  APPR W/C,6/6/1996,Approved,,Approved
1995.622V,1501-1503 NOE ST,Variance (VAR),10/25/1996,DCP:  APPR W/C,10/25/1996,Approved,,Approved
1995.626D,1300-1302 RHODE ISLAND ST,Discretionary Review - Mandatory (DRM),12/14/1995,CPC:  STAPP POSITION APPR,12/14/1995,Approved,,Approved
1995.628V,2494 SUTTER ST,Variance (VAR),1/28/1997,DCP:  APPR W/C,1/28/1997,Approved,,Approved
1995.630A,926 GROVE ST,Certificate of Appropriateness (COA),4/26/1996,DCP:  APPR,4/26/1996,Approved,,Approved
1995.634X,275 POST ST,Downtown Exception-309 (DNX),3/21/1996,CPC:  APPR W/C:  14087,3/21/1996,Approved,14087,Approved
1995.635V,1101 PACIFIC AV,Variance (VAR),6/11/1996,DCP:  APPR,6/11/1996,Approved,,Approved
1995.636D,723 SAN BRUNO AV,Discretionary Review - Mandatory (DRM),3/7/1996,CPC:  BPAPP APPR W/MOD,3/7/1996,Approved,,Approved
1995.638D,1630 08TH AV,Discretionary Review - Mandatory (DRM),1/25/1996,CPC:  BPAPP APPR W/C,1/25/1996,Approved,,Approved
1995.638D_3,1630 08TH AV,Discretionary Review - Mandatory (DRM),1/25/1996,CPC:  BPAPP APPR W/C,1/25/1996,Approved,,Approved
1995.644C,788 08TH AV,Conditional Use Authorization (CUA),5/22/1997,CPC:  APPR W/C:  14378,5/22/1997,Approved,14378,Approved
1995.652C,4119-4123 24TH ST,Conditional Use Authorization (CUA),2/15/1996,CPC:  APPR W/C:  14058,2/15/1996,Approved,14058,Approved
1995.653C,3619 CALIFORNIA ST,Conditional Use Authorization (CUA),1/25/1996,CPC:  APPR W/C:  14046,1/25/1996,Approved,14046,Approved
1995.654C,2101 MARKET ST,Conditional Use Authorization (CUA),1/11/1996,CPC:  APPR W/C:  14038,1/11/1996,Approved,14038,Approved
1995.656V,73 FOUNTAIN ST,Variance (VAR),12/27/1995,DCP:  APPR W/C,12/27/1995,Approved,,Approved
1995.657C,122 CHURCH ST,Conditional Use Authorization (CUA),2/22/1996,CPC:  APPR W/C:  14061,2/22/1996,Approved,14061,Approved
1995.659C,2200 19TH AV,Conditional Use Authorization (CUA),3/14/1996,CPC:  APPR W/C:  14078,3/14/1996,Approved,14078,Approved
1995.660C,Fort Funston National Guard Armory,Conditional Use Authorization (CUA),6/13/1996,CPC:  Approved:  14136,6/13/1996,Approved,14136,Approved
1995.661C,185-195 ARKANSAS ST,Conditional Use Authorization (CUA),7/18/1996,CPC:  APPR W/C:  14164,7/18/1996,Approved,14164,Approved
1995.662V,737-741 RHODE ISLAND ST,Variance (VAR),1/25/1996,DCP:  APPR,1/25/1996,Approved,,Approved
1995.664D,934 MINNESOTA ST,Discretionary Review - Mandatory (DRM),2/22/1996,DCP:  BPAPP APPR,2/22/1996,Approved,,Approved
1995.668C,525 27TH ST,Conditional Use Authorization (CUA),3/7/1996,CPC:  APPR W/C:  14065,3/7/1996,Approved,14065,Approved
1995.670V,758 CAROLINA ST,Variance (VAR),2/1/1996,DCP:  APPR W/C,2/1/1996,Approved,,Approved
1995.673C,25th/Clipper St.AKA4495 25th Street,Conditional Use Authorization (CUA),5/22/1997,CPC:  APPR:  14377,5/22/1997,Approved,14377,Approved
1995.675D,836 FOERSTER ST,Discretionary Review - Mandatory (DRM),1/25/1996,CPC:  BPAPP APPR,1/25/1996,Approved,,Approved
1995.678C,True Hope Church Expansion,Conditional Use Authorization (CUA),3/28/1996,CPC:  APPR W/C:  14088,3/28/1996,Approved,14088,Approved
1995.682D,122 CASELLI AV,Discretionary Review - Mandatory (DRM),3/7/1996,CPC:  BPAPP APPR W/MOD,3/7/1996,Approved,,Approved
1995.683V,405 HILL ST,Variance (VAR),4/3/1996,DCP:  DENIED,4/3/1996,Disapproved,,Disapproved
1995.687V,119-121 FAIR OAKS,Variance (VAR),2/8/1996,DCP:  APPR W/C,2/8/1996,Approved,,Approved
1995.689D,748 PRAGUE ST,Discretionary Review - Mandatory (DRM),2/8/1996,CPC:  BPAPP APPR W/MOD,2/8/1996,Approved,,Approved
1995.691C,601-617 LAGUNA ST,Conditional Use Authorization (CUA),4/4/1996,CPC:  APPR:  14092,4/4/1996,Approved,14092,Approved
1995.692C,1400-1424 GRANT AV,Conditional Use Authorization (CUA),2/22/1996,CPC:  APPR W/C:  14062,2/22/1996,Approved,14062,Approved
1995.695A,"2 HARRISON ST, 345 SPEAR ST",Certificate of Appropriateness (COA),1/3/1996,DCP:  APPR,1/3/1996,Approved,,Approved
1995.697V,151-153 BELVEDERE ST,Variance (VAR),1/25/1996,DCP:  APPR W/C,1/25/1996,Approved,,Approved
1996.002V,1221 23RD AV,Variance (VAR),11/8/1996,DCP:  APPR W/C,11/8/1996,Approved,,Approved
1996.003V,2011 BUCHANAN ST,Variance (VAR),2/1/1996,CPC:  APPR W/C,2/1/1996,Approved,,Approved
1996.004A,900 NORTH POINT ST,Certificate of Appropriateness (COA),1/3/1996,DCP:  APPR,1/3/1996,Approved,,Approved
1996.005C,540 VAN NESS/595 Golden Gate Ave,Conditional Use Authorization (CUA),6/5/1997,CPC:  Approved:  14384,6/5/1997,Approved,14384,Approved
1996.005C,540 VAN NESS/595 Golden Gate Ave,Conditional Use Authorization (CUA),6/5/1997,CPC:  APPR W/C:  14384,6/5/1997,Approved,14384,Approved
1996.005V,540 VAN NESS/595 Golden Gate Ave,Variance (VAR),7/16/1997,DCP:  APPR W/C,7/16/1997,Approved,,Approved
1996.006C,124 LYON ST,Conditional Use Authorization (CUA),10/24/1996,CPC:  Approved:  14222,10/24/1996,Approved,14222,Approved
1996.006C,124 LYON ST,Conditional Use Authorization (CUA),10/24/1996,CPC:  APPR W/C:  14222,10/24/1996,Approved,14222,Approved
1996.006V,124 LYON ST,Variance (VAR),4/1/1998,CPC:  GRANTED BY Z.A.,4/1/1998,Approved,,Approved
1996.007C,2011 BAYSHORE BL,Conditional Use Authorization (CUA),6/6/1996,CPC:  Approved:  14131,6/6/1996,Approved,14131,Approved
1996.007C,2011 BAYSHORE BL,Conditional Use Authorization (CUA),6/6/1996,CPC:  APPROVED WITH CONDITIONS:  14131,6/6/1996,Approved,,Approved
1996.008C,6-8 LOCKSLEY AV,Conditional Use Authorization (CUA),9/26/1996,CPC:  APPROVED WITH CONDITIONS:  14201,9/26/1996,Approved,,Approved
1996.009C,1165 WASHINGTON ST,Conditional Use Authorization (CUA),3/21/1996,CPC:  APPR W/C:  14086,3/21/1996,Approved,14086,Approved
1996.010D,1007 CAROLINA ST,Discretionary Review - Mandatory (DRM),2/15/1996,CPC:  BPAPP APPR,2/15/1996,Approved,,Approved
1996.013A,577-599 SECOND ST,Certificate of Appropriateness (COA),1/3/1996,DCP:  APPR,1/3/1996,Approved,,Approved
1996.017C,209 WEST PORTAL AV (201-225),Conditional Use Authorization (CUA),3/7/1996,CPC:  APPR W/C:  14075,3/7/1996,Approved,14075,Approved
1996.018V,159 DAY ST,Variance (VAR),2/29/1996,DCP:  APPR W/C,2/29/1996,Approved,,Approved
1996.022A,660-670 03RD ST,Certificate of Appropriateness (COA),2/21/1996,DCP:  APPR,2/21/1996,Approved,,Approved
1996.024C,803 DIVISADERO ST,Conditional Use Authorization (CUA),3/21/1996,CPC:  Approved:  14085,3/21/1996,Approved,14085,Approved
1996.025C,959 PERALTA AV,Conditional Use Authorization (CUA),6/6/1996,CPC:  Approved:  14132,6/6/1996,Approved,14132,Approved
1996.026C,Pacific Bell Mobile Services (acquired by T-Mobile) macro Wireless Telecommunications Services (WTS) Facility at 2160 Van Ness Avenue,Conditional Use Authorization (CUA),6/27/1996,CPC:  APPR W/C:  14152,6/27/1996,Approved,14152,Approved
1996.030V,525/537 Brannan St.,Variance (VAR),4/23/1996,DCP:  APPR,4/23/1996,Approved,,Approved
1996.031V,2840 DIVISADERO ST,Variance (VAR),3/1/1996,DCP:  APPR W/C,3/1/1996,Approved,,Approved
1996.032C,1548 STOCKTON ST,Conditional Use Authorization (CUA),3/21/1996,CPC:  APPR W/C:  14082,3/21/1996,Approved,14082,Approved
1996.035V,90 MOUNTAIN SPRING AV,Variance (VAR),2/29/1996,DCP:  APPR W/C,2/29/1996,Approved,,Approved
1996.039C,2431-2433 FILLMORE ST,Conditional Use Authorization (CUA),6/27/1996,CPC:  APPR W/C:  14150,6/27/1996,Approved,14150,Approved
1996.039C,2431-2433 FILLMORE ST,Conditional Use Authorization (CUA),6/27/1996,CPC:  Approved:  14150,6/27/1996,Approved,14150,Approved
1996.040C,2410-2412 CLEMENT ST,Conditional Use Authorization (CUA),10/24/1996,CPC:  APPR W/C:  14218,10/24/1996,Approved,14218,Approved
1996.041C,4300 MISSION ST,Conditional Use Authorization (CUA),6/27/1996,CPC:  APPR W/C:  14151,6/27/1996,Approved,14151,Approved
1996.044V,1624-1626 VALLEJO ST,Variance (VAR),4/16/1996,CPC:  APPR W/C,4/16/1996,Approved,,Approved
1996.047C,939 CLEMENT ST,Conditional Use Authorization (CUA),4/18/1996,CPC:  DISAPPR:  14098,4/18/1996,Disapproved,14098,Disapproved
1996.048C,12 BYRON CT,Conditional Use Authorization (CUA),7/11/1996,CPC:  APPR W/C:  14157,7/11/1996,Approved,14157,Approved
1996.051V,594-598 VERMONT ST,Variance (VAR),3/29/1996,DCP:  APPR W/C,3/29/1996,Approved,,Approved
1996.052V,2834-2836 BUCHANAN ST,Variance (VAR),3/7/1996,DCP:  APR W/C,3/7/1996,Approved,,Approved
1996.054D,25 HOMESTEAD ST,Discretionary Review - Mandatory (DRM),5/16/1996,CPC:  BPAPP APPR W/MOD REQ,5/16/1996,Approved,,Approved
1996.056C,5545 03RD ST,Conditional Use Authorization (CUA),8/8/1996,CPC:  APPR W/C:  14180,8/8/1996,Approved,14180,Approved
1996.058C,2031 CHESTNUT ST,Conditional Use Authorization (CUA),3/21/1996,CPC:  APPR W/C:  14081,3/21/1996,Approved,14081,Approved
1996.059C,4523-4525 MISSION ST,Conditional Use Authorization (CUA),3/28/1996,CPC:  APPR W/C:  14091,3/28/1996,Approved,14091,Approved
1996.063V,2208 PINE ST,Variance (VAR),4/24/1996,DCP:  APPR W/C,4/24/1996,Approved,,Approved
1996.065C,467 POTRERO AV,Conditional Use Authorization (CUA),8/1/1996,CPC:  APPR W/C:  14172,8/1/1996,Approved,14172,Approved
1996.065V,467 POTRERO AV,Variance (VAR),3/27/1997,DCP:  APPR,3/27/1997,Approved,,Approved
1996.067A,Civic Center Plaza,Certificate of Appropriateness (COA),7/11/1996,DCP:  APPR,7/11/1996,Approved,,Approved
1996.069C,1636-1656 POWELL ST,Conditional Use Authorization (CUA),5/9/1996,CPC:  DISAPPR:  14113,5/9/1996,Disapproved,14113,Disapproved
1996.080D,1241 05TH AV,Discretionary Review - Mandatory (DRM),6/27/1996,CPC:  BPAPP APPR W/MOD,6/27/1996,Approved,,Approved
1996.083V,123 GATES ST,Variance (VAR),4/16/1996,DCP:  APPR,4/16/1996,Approved,,Approved
1996.085C,30 MILTON ST,Conditional Use Authorization (CUA),4/4/1996,CPC:  Approved:  14093,4/4/1996,Approved,14093,Approved
1996.086C,2136-2142 UNION ST,Conditional Use Authorization (CUA),4/25/1996,CPC:  APPR W/C:  14106,4/25/1996,Approved,14106,Approved
1996.087C,2424-2430 BAYSHORE BL,Conditional Use Authorization (CUA),4/18/1996,CPC:  APPR W/C:  14100,4/18/1996,Approved,14100,Approved
1996.087V,2424-2430 BAYSHORE BL,Variance (VAR),6/26/1996,DCP:  Granted by Zoning Administrator,6/26/1996,Approved,,Approved
1996.097A,1519 GOLDEN GATE AV,Certificate of Appropriateness (COA),3/12/1996,DCP:  APPR,3/12/1996,Approved,,Approved
1996.098D,1045 VALLEJO ST,Discretionary Review - Mandatory (DRM),7/11/1996,CPC:  BPAPP APPR,7/11/1996,Approved,,Approved
1996.099X,860 HOWARD ST,Downtown Exception-309 (DNX),3/12/1998,CPC:  Approved:  14458,3/12/1998,Approved,14458,Approved
1996.102A,1772 VALLEJO ST,Certificate of Appropriateness (COA),3/12/1996,DCP:  APPR,3/12/1996,Approved,,Approved
1996.108C,1901 VAN NESS AV,Conditional Use Authorization (CUA),4/18/1996,CPC:  APPR W/C:  14102,4/18/1996,Approved,14102,Approved
1996.109C,900-922 STOCKTON ST,Conditional Use Authorization (CUA),4/25/1996,CPC:  Approved:  14110,4/25/1996,Approved,14110,Approved
1996.109V,900-922 STOCKTON ST,Variance (VAR),6/4/1996,DCP:  APPR,6/4/1996,Approved,,Approved
1996.110C,1101-1123 TARAVAL ST,Conditional Use Authorization (CUA),4/25/1996,CPC:  Approved:  14109,4/25/1996,Approved,14109,Approved
1996.110C,1101-1123 TARAVAL ST,Conditional Use Authorization (CUA),4/25/1996,CPC:  DISAPPR:  14109,4/25/1996,Disapproved,14109,Disapproved
