"Comment","Recordid","Date"
"Revoked","2016-005368STR","2018-01-26 15:40:27"
"email sent to Omar, wish to withdraw certificate, and will re-apply later","2016-009977STR","2017-04-05 12:16:03"
"Called about deactivation on 07 Augu 2019; upset he wasn't told. Said he called a few times. ","2016-010467STR","2019-08-07 11:55:10"
"first time talking to someone was today at intake- told him to reapply for missing to many QR's admitted his voicemail could've been full the times we called back ","2016-010467STR","2019-08-14 13:43:02"
"denied. Letter sent on 11 OCT 2017. An STR certificate was never previously mailed/issued.","2016-001745STR","2017-10-11 12:36:46"
"Certificate mailed - 3/3/2017","2015-002757STR","2017-03-03 11:25:43"
"https://www.airbnb.com/rooms/14996188","2016-012345STR","2016-10-13 09:30:01"
"Host has 2 listings: https://www.airbnb.com/rooms/8128524 (upstairs unit - unit host applied for)  https://www.airbnb.com/rooms/9346814 (studio downstairs - 2nd unit)","2016-011871STR","2016-10-13 11:29:49"
"emailed hard copy qr","2016-011871STR","2019-01-17 20:10:52"
"Certificate mailed - 3/28/2017","2015-003684STR","2017-03-28 14:07:26"
"Expired certificate / new paper app in PPTS","2015-003684STR","2019-09-27 08:43:29"
"Host submitted past QRs report while a new app is in pending status","2015-003684STR","2019-12-04 13:58:15"
"Received hard copy of 2020-Q1 report, I have informed numeros times that when the new app in pending status, they are not required to submit quarterly report","2015-003684STR","2020-04-08 09:32:18"
"Certificate mailed out on 2/16/2017","2015-001490STR","2017-02-15 14:04:26"
"Certificate mailed out on 2/16/2017","2015-001490STR","2017-02-15 14:04:29"
" came to intake stating her neighbor is going to complaint to get her out owns downstairs in other unit DORA FANG","2015-001490STR","2019-10-02 16:20:11"
"came to intake, informed on updating QR","2015-015462STR","2018-06-06 15:14:02"
"https://www.airbnb.com/rooms/11442567#host-profile","2015-018239STR","2018-02-13 19:19:56"
"mailed out renewal ","2015-018239STR","2018-02-21 11:20:38"
"emailed hard copy qr","2016-007775STR","2019-01-23 09:48:48"
"-----Original Message----- From: Rebecca Scott <mypigsingsjazz@icloud.com>  Sent: Saturday, June 6, 2020 8:45 AM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Re: Cancel permit  STR-0001747 3726 Webster St. San Francisco, CA 94123 mypigsingsjazz@aol.com   > On Jun 3, 2020, at 3:15 PM, CPC-ShortTermRentals <shorttermrentals@sfgov.org> wrote: >  > Can you email us your STR number, address, and email you applied with? Will close out your account. >  >  > MILTON MARTIN, PLANNER TECH > Office of Short Term Rentals, City & County of San Francisco > 1650 Mission Street, Suite 400, San Francisco, CA 94103 > Direct: 415-575-9052│Fax: 415-558-6409 > Email: milton.martin@sfgov.org > Web: https://shorttermrentals.sfgov.org >   > The Planning Department is open for business during the Stay Safe at Home Order. Most of our staff are working from home and we’re available by e-mail. Our Public Portal, where you can file new applications, and our Property Information Map are available 24/7. The Planning and Historic Preservation Commissions are convening remotely and the public is encouraged to participate. The Board of Appeals, Board of Supervisors, and Planning Commission are accepting appeals via e-mail despite office closures. All of our in-person services at 1650 and 1660 Mission Street are suspended until further notice. Click here for more information. >  >  >  >  > -----Original Message----- > From: Rebecca Scott <mypigsingsjazz@icloud.com>  > Sent: Tuesday, June 2, 2020 3:58 PM > To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> > Subject: Cancel permit >  >  > This message is from outside the City email system. Do not open links or attachments from untrusted sources. >  >  >  > How do I withdraw from str ? I’m done. >  > Rebecca Scott > Sent from my iPhone  ","2016-007775STR","2020-06-08 18:56:15"
"Told Jeff via voicemail he wasn't comply with STR rules, certificate had expired; and he cant offer short-term rentals in a different dwelling unit; which is what he was doing. ","2015-012297STR","2018-01-04 14:35:55"
"Ready to revoke, 2nd dwelling unit per dual 3R reports: https://www.airbnb.com/rooms/1106534","","2017-04-03 14:28:33"
"certificate revoked by Omar, Notice of Immediate Revocation of Short-Term Residential Rental Certificate mailed - regular and certified ","","2017-04-03 16:40:47"
"Approval is for 1622 McAllister Street - Lower Unit","2016-013231STR","2016-10-26 15:22:42"
"  -----Original Message----- From: Joshua Willey <joshuamichaelwilley@gmail.com>  Sent: Monday, December 16, 2019 2:03 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: 1599 Shrader Ceasing Short Term Rentals   This message is from outside the City email system. Do not open links or attachments from untrusted sources.    Dear Short Term Rentals  I have not been hosting short term rentals for over a year, and now that my account is set to expire I am formally cancelling my business certificate and my short term rental license STR-0000812. I hope that should I decide to commence short term rentals again in the future it will be possible to obtain new credentials. Many thanks for your help in this endeavor.  Joshua Willey 1599 Shrader Street San Francisco, CA 94117 ","2015-015466STR","2019-12-16 14:57:44"
"https://www.airbnb.com/rooms/15132855?","2016-012318STR","2020-04-17 14:00:29"
"https://www.airbnb.com/rooms/14762607","2016-011869STR","2016-10-21 15:40:27"
"request sent via email dated 3/25/2017","","2017-03-27 13:51:53"
"another copy mailed - 7/10/2017","2016-005687STR","2017-07-10 09:29:36"
"https://www.flipkey.com/properties/6771344/","2016-005687STR","2017-08-21 22:07:23"
"emailed hard copy qr","2016-005687STR","2018-10-19 14:03:49"
"https://www.flipkey.com/properties/2897592/ and VRBO https://www.vrbo.com/511336 . https://www.airbnb.com/rooms/2154122","2015-015523STR","2018-02-18 22:52:40"
"Mailed in hard copy QR for Q2 2019 Jul 10th- in time all hosted stays","2015-015523STR","2019-08-21 08:44:22"
"Nov reapply / new app in SD","2015-015523STR","2019-11-07 10:37:03"
"Received a hard copy of 2019-q4 report","2015-015523STR","2020-01-29 13:15:34"
"request sent via email","2016-012487STR","2017-03-23 13:13:32"
"appears to be https://www.airbnb.com/rooms/21561734","2016-012487STR","2018-02-20 11:42:10"
"Certificate mailed out on 2/16/2017","2015-001430STR","2017-02-16 08:46:20"
"emailed hard copy of Q3, Q4","2015-001430STR","2019-03-13 19:13:36"
"Thank you, I’ll close out your account.  Office of Short-Term Rentals San Francisco Planning PLEASE NOTE MY NEW ADDRESS AND PHONE NUMBER AS OF AUGUST 17: 49 South Van Ness Avenue, Suite 1400, San Francisco, CA 94103 Direct: 628.652.7599 | sfplanning.org/office-short-term-rentals  San Francisco Property Information Map  IN ORDER FOR US TO MOVE, OUR OFFICE WILL BE CLOSED WITH NO ACCESS TO PHONES OR E-MAIL ON THURSDAY, AUGUST 13 and FRIDAY, AUGUST 14. WE APPRECIATE YOUR PATIENCE.   Due to COVID-19, San Francisco Planning is not providing any in-person services, but we are operating remotely. Our staff are available by e-mail, and the Planning and Historic Preservation Commissions are convening remotely. The public is encouraged to participate. Find more information on our services here.    From: John Easterday <john.easterday@gmail.com>  Sent: Wednesday, September 16, 2020 9:13 AM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Re: Please close my account  Address  1460 Clayton St, San Francisco, CA 94114  STR-0000033  email john.easterday@gmail.com  On Tue, Sep 15, 2020, 7:11 PM CPC-ShortTermRentals <shorttermrentals@sfgov.org> wrote: What’s your address, STR number, and email you applied with? Office of Short-Term Rentals San Francisco Planning PLEASE NOTE MY NEW ADDRESS AND PHONE NUMBER AS OF AUGUST 17: 49 South Van Ness Avenue, Suite 1400, San Francisco, CA 94103 Direct: 628.652.7599 | sfplanning.org/office-short-term-rentals  San Francisco Property Information Map IN ORDER FOR US TO MOVE, OUR OFFICE WILL BE CLOSED WITH NO ACCESS TO PHONES OR E-MAIL ON THURSDAY, AUGUST 13 and FRIDAY, AUGUST 14. WE APPRECIATE YOUR PATIENCE.  Due to COVID-19, San Francisco Planning is not providing any in-person services, but we are operating remotely. Our staff are available by e-mail, and the Planning and Historic Preservation Commissions are convening remotely. The public is encouraged to participate. Find more information on our services here.  From: John Easterday <john.easterday@gmail.com>  Sent: Sunday, September 13, 2020 11:30 AM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Please close my account    I would no longer be hosting as of now. I'm selling my property and have moved to Oakland. John Easterday ","2015-001430STR","2020-09-21 16:57:00"
"https://www.airbnb.com/rooms/2612741","2015-001861STR","2016-12-13 13:43:06"
"Certificate mailed out on 2/16/2017","2015-001861STR","2017-02-16 09:09:47"
"called to close account 8/26/19","2015-001861STR","2019-08-26 11:09:53"
"Hello,  I discontinued hosting in August 2019 and my Office  of Short Term Rentals account was deactivated. Since I cannot access my account, I am providing  this email in lieu of the online reporting form.  July 10-13 3 nights July 17-21 4 nights July 23-28 5 nights July 30- August 2  3 nights August 8-12  4 nights  Best,  Robert Atanasio STR 0000046 ","2015-001861STR","2019-10-31 10:17:21"
"Certificate mailed - 3/27/2017","2015-001794STR","2017-03-24 16:07:25"
"No longer conducting STR, Let Cert lapse.","2015-001444STR","2017-04-06 18:31:26"
"Suspension letter sent 28 August 2017 for a building complaint - Omar","2016-013773STR","2017-08-28 14:52:07"
"emailed non compliant email","2016-003923STR","2019-01-03 19:58:41"
"Voided/returned check #668, dated 10/12/18 to the host today","2016-003923STR","2019-11-05 08:56:10"
"mailed renewal","2016-006304STR","2018-11-01 14:10:39"
"Will close out your STR account you should contact tax and treasury’s office to close out your business license.   MILTON MARTIN, PLANNER TECH Office of Short Term Rentals, City & County of San Francisco 1650 Mission Street, Suite 400, San Francisco, CA 94103 Direct: 415-575-9052│Fax: 415-558-6409 Email: milton.martin@sfgov.org Web: https://sfplanning.org/office-short-term-rentals   The Planning Department is open for business during the Stay Safe at Home Order. Most of our staff are working from home and we’re available by e-mail. Our Public Portal, where you can file new applications, and our Property Information Map are available 24/7. The Planning and Historic Preservation Commissions are convening remotely and the public is encouraged to participate. The Board of Appeals, Board of Supervisors, and Planning Commission are accepting appeals via e-mail despite office closures. All of our in-person services at 1650 and 1660 Mission Street are suspended until further notice. Click here for more information.  From: giovanni airaghi <airaghi@hotmail.com>  Sent: Tuesday, July 28, 2020 10:49 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: no longer hosting  Hi,  I am no longer hosting at 1358 Florida street, san francisco 94110, registration STR-0001763 I have sold the property and no longer live in the city Please close the account. thanks  giovanni airaghi ","2016-006304STR","2020-07-31 14:29:08"
"withdrew certificate","2016-006304STR","2020-07-31 14:32:01"
"Approval is for 1622 McAllister - Upper Unit","2016-013355STR","2016-10-26 15:17:41"
"https://www.airbnb.com/rooms/15929904","2016-013355STR","2018-02-06 16:17:32"
"Certificate mailed - 6/9/2017","2015-004399STR","2017-06-09 14:38:52"
"emailed hard copy qr","2015-004399STR","2018-10-16 17:07:46"
"Missing 3 QRs (q2-4 2018), renting w/illegal kitchen in downstairs level, one of review stated 'bathroom ceiling too low; too many electric extension cords all over the place'.  MC-07/03/19","2015-004399STR","2019-07-03 09:26:44"
"June reapply / new app in SD","2015-004399STR","2019-09-26 14:44:55"
"Received a hard copy of Q3-2019 report","2015-004399STR","2019-10-23 08:14:53"
"spoke to applicant on 3/15/2017, said he never received his STR certificate","2016-012866STR","2017-03-16 09:23:52"
"other listing https://www.vrbo.com/305660","2016-007085STR","2018-03-07 19:34:07"
"emailed hard copy qr","2016-007085STR","2019-01-17 20:29:14"
