RecordID,REVIEW_TYPE,closedate
2013.0286E,Categorical Exemption-Stamp,3/8/2013
2013.0397E,Review-Exemption Prepared by Another Agency,3/5/2013
2013.0257E,Categorical Exemption-Certificate,8/13/2013
2013.0258E,Categorical Exemption-Certificate,3/4/2014
2013.0298E,Categorical Exemption-Stamp,3/8/2013
2013.0395E,Categorical Exemption-Stamp,3/8/2013
2013.0527E,Categorical Exemption-Stamp,3/25/2013
2012.1574E,Community Plan-Determination,9/11/2013
2013.0260E,Categorical Exemption-Stamp,3/12/2013
2013.0261E,Categorical Exemption-Determination of Historic Resource,8/2/2013
2013.0262E,Categorical Exemption-Determination of Historic Resource,8/6/2013
2013.0263E,Categorical Exemption-Determination of Historic Resource,6/28/2013
2013.0264E,Categorical Exemption-Determination of Historic Resource,8/8/2013
2013.0265E,Categorical Exemption-Determination of Historic Resource,3/18/2013
2013.0403E,Categorical Exemption-Stamp,3/12/2013
2013.0205E,Categorical Exemption-Determination of Historic Resource,6/18/2013
2013.0271E,Categorical Exemption-Determination of Historic Resource,8/9/2013
2013.0272E,Categorical Exemption-Certificate,4/10/2013
2013.0274E,Categorical Exemption-Determination of Historic Resource,9/10/2013
2013.0277E,Categorical Exemption-Determination of Historic Resource,7/11/2013
2013.0278E,Categorical Exemption-Stamp,3/14/2013
2013.0280E,Categorical Exemption-Determination of Historic Resource,5/14/2014
2013.0526E,Categorical Exemption-Stamp,3/25/2013
2004.1004E_3,Negative Declaration Addendum,5/20/2013
2012.1218E,Community Plan-Determination,7/23/2014
2013.0301E,Categorical Exemption-Stamp,3/18/2013
2013.0363E,Categorical Exemption-Stamp,3/27/2013
2013.0294E,Categorical Exemption-Certificate,6/18/2014
2013.0308E,Categorical Exemption-Certificate,9/12/2013
2013.0309E,Categorical Exemption-Certificate,4/15/2014
2013.0310E,Categorical Exemption-Determination of Historic Resource,6/28/2013
2013.0371E,Categorical Exemption-Stamp,3/28/2013
2010.0931E_3,Categorical Exemption-Determination of Historic Resource Impact,12/10/2013
2012.1048E,Categorical Exemption-Determination of Historic Resource,4/15/2013
2013.0242E,Categorical Exemption-Class 32,6/24/2013
2013.0314E,Categorical Exemption-Certificate,7/15/2013
2013.0320E,Categorical Exemption-Determination of Historic Resource,11/7/2013
2013.0325E,Categorical Exemption-Stamp,4/15/2013
2013.0327E,Categorical Exemption-Determination of Historic Resource,9/23/2013
2013.0528E,Categorical Exemption-Stamp,3/25/2013
2013.0328E,Categorical Exemption-Determination of Historic Resource,6/28/2013
2013.0338E,Categorical Exemption-Stamp,3/21/2013
2013.0351E,Categorical Exemption-Determination of Historic Resource,9/10/2013
2012.1342E_3,Categorical Exemption-Determination of Historic Resource Impact,10/15/2013
2012.1343E_3,Categorical Exemption-Determination of Historic Resource Impact,10/15/2013
2013.0353E,Categorical Exemption-Determination of Historic Resource,4/5/2013
2013.0354E,Categorical Exemption-Stamp,6/9/2017
2013.0355E,Categorical Exemption-Determination of Historic Resource,6/18/2013
2012.1572E,Community Plan-Exemption/Exclusion,10/16/2013
2013.0356E,Categorical Exemption-Determination of Historic Resource,8/2/2013
2013.0357E,Categorical Exemption-Stamp,4/15/2013
2013.0358E,Categorical Exemption-Stamp,3/26/2013
2013.0359E,Categorical Exemption-Determination of Historic Resource,9/10/2013
2013.0529E,Categorical Exemption-Stamp,3/25/2013
2012.1410E,Community Plan-Determination,11/16/2017
2013.0360E,Initial Study-Negative Declaration,4/18/2018
2013.0366E,Categorical Exemption-Stamp,3/26/2013
2013.0372E,Categorical Exemption-Determination of Historic Resource,8/8/2013
2011.1122E_3,Environmental Impact Report,1/20/2016
2013.0155E,Categorical Exemption-Stamp,4/11/2013
2013.0374E,Categorical Exemption-Certificate,6/24/2013
2013.0378E,Categorical Exemption-Determination of Historic Resource,9/10/2013
2013.0391E,Categorical Exemption-Determination of Historic Resource,8/12/2013
2013.0593E,Categorical Exemption-Stamp,4/4/2013
2013.0594E,Categorical Exemption-Stamp,4/4/2013
2013.0595E,Categorical Exemption-Stamp,4/4/2013
2013.0596E,Categorical Exemption-Stamp,4/4/2013
2013.0405E,Review-Exemption Prepared by Another Agency,4/11/2013
2013.0413E,Categorical Exemption-Stamp,4/24/2013
2013.0415E,Categorical Exemption-Stamp,4/5/2013
2013.0416E,Categorical Exemption-Stamp,4/5/2013
2013.0417E,Categorical Exemption-Stamp,4/5/2013
2013.0418E,Categorical Exemption-Stamp,4/5/2013
2013.0419E,Categorical Exemption-Determination of Historic Resource Impact,8/7/2014
2013.0423E,Categorical Exemption-Determination of Historic Resource,3/25/2014
2012.1198E_3,Community Plan-Exemption/Exclusion,4/15/2013
2013.0426E,Categorical Exemption-Stamp,4/8/2013
2013.0427E,Categorical Exemption-Stamp,4/11/2013
2013.0428E,Categorical Exemption-Stamp,4/11/2013
2013.0488E,Review-Exemption Prepared by Another Agency,4/8/2013
2012.0877E,Community Plan-Determination,1/22/2016
2013.0432E,Categorical Exemption-Stamp,4/9/2013
2013.0438E,Categorical Exemption-Certificate,10/24/2013
2012.1333E,Community Plan-Determination,7/1/2013
2013.0443E,Categorical Exemption-Determination of Historic Resource,7/3/2013
2013.0444E,Categorical Exemption-Determination of Historic Resource,4/14/2014
2013.0445E,Categorical Exemption-Determination of Historic Resource,8/26/2013
2013.0447E,Categorical Exemption-Determination of Historic Resource Impact,4/22/2013
2013.0634E,Categorical Exemption-Stamp,4/17/2013
2013.0470E,Categorical Exemption-Certificate,10/24/2013
2013.0471E,Categorical Exemption-Certificate,10/24/2013
2013.0474E,Categorical Exemption-Determination of Historic Resource,11/13/2013
2013.0556E,Categorical Exemption-Stamp,5/3/2013
2013.0558E,Categorical Exemption-Stamp,5/4/2013
2013.0619E,Categorical Exemption-Stamp,4/17/2013
2012.1389E_3,Categorical Exemption-Determination of Historic Resource Impact,6/7/2013
2013.0480E,Categorical Exemption-Certificate,6/26/2013
2013.0248E,Categorical Exemption-Determination of Historic Resource,5/4/2013
2013.0482E,Categorical Exemption-Certificate,3/27/2014
2013.0618E,Categorical Exemption-Stamp,4/19/2013
2013.0557E,Categorical Exemption-Stamp,5/4/2013
2013.0498E,Categorical Exemption-Determination of Historic Resource,8/8/2013
2013.0506E,Community Plan-Determination,8/15/2013
2013.0223E,Categorical Exemption-Certificate,8/19/2013
2013.0400E,Categorical Exemption-Stamp,4/25/2013
2013.0519E,Categorical Exemption-Certificate,10/9/2013
2013.0520E,Categorical Exemption-Certificate,11/20/2013
2013.0644E,Categorical Exemption-Stamp,5/2/2013
2010.0043E_3,Community Plan-Exemption/Exclusion,1/6/2014
2013.0657E,Categorical Exemption-Stamp,5/22/2013
2013.0599E,Review-Exemption Prepared by Another Agency,4/29/2013
2013.0600E,Review-Exemption Prepared by Another Agency,4/29/2013
2013.0601E,Review-Exemption Prepared by Another Agency,4/29/2013
2013.0602E,Review-Exemption Prepared by Another Agency,5/31/2013
2013.0603E,Review-Exemption Prepared by Another Agency,4/29/2013
2013.0604E,Review-Exemption Prepared by Another Agency,4/29/2013
2013.0643E,Categorical Exemption-Stamp,5/2/2013
2013.0645E,Categorical Exemption-Stamp,5/2/2013
2013.0701E,Categorical Exemption-Stamp,5/24/2013
2013.0552E,Categorical Exemption-Stamp,5/3/2013
2013.0553E,Categorical Exemption-Determination of Historic Resource,6/28/2013
2013.0554E,Categorical Exemption-Determination of Historic Resource Impact,9/10/2013
2013.0605E,Review-Exemption Prepared by Another Agency,6/25/2013
2013.0612E,Review-Exemption Prepared by Another Agency,5/3/2013
2013.0905E,Review-Exemption Prepared by Another Agency,5/3/2013
2013.0559E,Categorical Exemption-Determination of Historic Resource,2/24/2014
2013.0560E,Categorical Exemption-Determination of Historic Resource,1/17/2014
2013.0561E,Categorical Exemption-Determination of Historic Resource,3/18/2014
2013.0562E,Categorical Exemption-Stamp,5/4/2013
2013.0564E,Categorical Exemption-Certificate,12/24/2013
2013.0566E,Categorical Exemption-Determination of Historic Resource,10/7/2013
2013.0568E,Categorical Exemption-Determination of Historic Resource,7/23/2013
2013.0569E,Categorical Exemption-Determination of Historic Resource,8/26/2013
2013.0684E,Categorical Exemption-Stamp,5/30/2013
2013.0687E,Review-Exemption Prepared by Another Agency,8/16/2013
2012.0203E,Community Plan-Determination,8/5/2016
2013.0590E,Categorical Exemption-Stamp,5/10/2013
2013.0591E,Categorical Exemption-Stamp,5/10/2013
2013.0408E,Categorical Exemption-Determination of Historic Resource Impact,2/26/2014
2013.0535E,Categorical Exemption-Stamp,6/5/2013
2013.0607E,Categorical Exemption-Determination of Historic Resource,8/14/2013
2013.0608E,Review-Exemption Prepared by Another Agency,5/14/2013
2013.0610E,Categorical Exemption-Stamp,7/5/2013
2013.0613E,Categorical Exemption-Certificate,7/11/2013
2013.0615E,Categorical Exemption-Stamp,9/19/2013
2013.1399E,Categorical Exemption-Stamp,10/1/2013
2013.1402E,Categorical Exemption-Stamp,10/1/2013
2013.1403E,Categorical Exemption-Stamp,10/1/2013
2013.0621E,Categorical Exemption-Stamp,5/15/2013
2013.0678E,Categorical Exemption-Stamp,5/30/2013
2013.0629E,Community Plan-Determination,5/19/2014
2013.0702E,Categorical Exemption-Stamp,5/24/2013
2013.0642E,Categorical Exemption-Stamp,5/20/2013
2013.0648E,Categorical Exemption-Stamp,6/12/2013
2013.0649E,Categorical Exemption-Stamp,5/22/2013
2013.0656E,Categorical Exemption-Determination of Historic Resource,7/26/2013
2013.0664E,Categorical Exemption-Stamp,5/31/2013
2013.0699E,Review-Exemption Prepared by Another Agency,5/28/2013
2012.1552E,Categorical Exemption-Certificate,8/19/2013
2013.0494E,Categorical Exemption-Class 32,7/11/2014
2013.0592E,Categorical Exemption-Determination of Historic Resource,7/29/2013
2013.0666E,Categorical Exemption-Determination of Historic Resource Impact,8/2/2013
2013.0668E,Categorical Exemption-Certificate,8/6/2013
2013.0670E,Categorical Exemption-Determination of Historic Resource,12/4/2013
2013.0671E,Categorical Exemption-Determination of Historic Resource,6/19/2013
2013.0312E,Community Plan-Determination,7/21/2014
2013.0679E,Categorical Exemption-Stamp,7/8/2013
2013.0681E,Categorical Exemption-Determination of Historic Resource,6/20/2013
2013.0682E,Categorical Exemption-Certificate,4/29/2014
2012.1285E_3,Categorical Exemption-Determination of Historic Resource Impact,1/21/2014
2013.0686E,Review-Exemption Prepared by Another Agency,5/31/2013
2013.0692E,Categorical Exemption-Determination of Historic Resource,8/6/2013
2013.0694E,Categorical Exemption-Stamp,7/5/2013
2013.0764E,Categorical Exemption-Stamp,6/7/2013
2013.0765E,Categorical Exemption-Stamp,6/7/2013
2013.0766E,Categorical Exemption-Stamp,6/6/2013
2013.0465E,Categorical Exemption-Certificate,10/31/2013
2013.0523E,Categorical Exemption-Stamp,6/3/2013
2013.0697E,Categorical Exemption-Stamp,6/12/2013
2013.0704E,Categorical Exemption-Stamp,6/3/2013
2013.0705E,Categorical Exemption-Certificate,6/24/2013
2013.0350E_3,Community Plan-Exemption/Exclusion,3/4/2014
2013.0785E,Review-Exemption Prepared by Another Agency,6/4/2013
2013.0742E,Review-Exemption Prepared by Another Agency,6/11/2013
2013.0759E,Categorical Exemption-Stamp,6/7/2013
2013.0786E,Review-Exemption Prepared by Another Agency,6/7/2013
2013.0586E,Categorical Exemption-Stamp,6/10/2013
2013.0761E,Categorical Exemption-Determination of Historic Resource Impact,4/22/2014
2013.0762E,Categorical Exemption-Stamp,6/10/2013
2013.0763E,Categorical Exemption-Stamp,6/10/2013
2013.0818E,Categorical Exemption-Stamp,6/10/2013
2013.0401E,Categorical Exemption-Stamp,6/11/2013
2013.0771E,Categorical Exemption-Stamp,6/13/2013
2013.0772E,Categorical Exemption-Determination of Historic Resource,7/30/2013
2013.0775E,Categorical Exemption-Certificate,10/1/2013
2013.0777E,Categorical Exemption-Determination of Historic Resource,11/11/2013
2013.0778E,Categorical Exemption-Certificate,8/19/2013
2013.0836E,Categorical Exemption-Stamp,6/13/2013
2013.0837E,Categorical Exemption-Stamp,6/13/2013
2013.0838E,Categorical Exemption-Stamp,6/13/2013
2013.0839E,Categorical Exemption-Stamp,6/13/2013
2013.0840E,Categorical Exemption-Stamp,6/13/2013
2013.0841E,Categorical Exemption-Stamp,6/13/2013
2013.0842E,Categorical Exemption-Stamp,6/13/2013
2013.0843E,Categorical Exemption-Stamp,6/13/2013
2013.0844E,Categorical Exemption-Stamp,6/13/2013
2013.0399E_2,Categorical Exemption-Certificate,8/30/2013
2013.0787E,Categorical Exemption-Certificate,10/1/2013
2013.0788E,Categorical Exemption-Determination of Historic Resource,2/24/2014
2013.0791E,Categorical Exemption-Determination of Historic Resource,7/26/2013
2013.0796E,Categorical Exemption-Stamp,6/13/2013
2013.0891E,Categorical Exemption-Determination of Historic Resource,2/3/2014
2013.0799E,Categorical Exemption-Certificate,8/30/2013
2013.0806E,Categorical Exemption-Stamp,6/17/2013
2013.0807E,Categorical Exemption-Stamp,6/17/2013
2013.0809E,Categorical Exemption-Determination of Historic Resource,7/14/2014
2013.0810E,Categorical Exemption-Certificate,7/10/2013
2013.0811E,Categorical Exemption-Stamp,7/1/2013
2013.0812E,Categorical Exemption-Stamp,6/18/2013
2013.0815E,Categorical Exemption-Stamp,6/18/2013
2013.0816E,Categorical Exemption-Stamp,6/18/2013
2013.0821E,Categorical Exemption-Certificate,5/14/2014
2013.0845E,Categorical Exemption-Stamp,6/21/2013
2013.1352E,Categorical Exemption-Determination of Historic Resource,11/13/2013
2013.0824E,Review-Exemption Prepared by Another Agency,6/19/2013
2013.0826E,Categorical Exemption-Determination of Historic Resource,11/26/2013
2013.0827E,Review-Exemption Prepared by Another Agency,6/19/2013
2013.0832E,Categorical Exemption-Stamp,6/21/2013
2013.0833E,Categorical Exemption-Stamp,6/21/2013
2013.0522E_3,Categorical Exemption-Stamp,6/24/2013
2013.0847E,Categorical Exemption-Determination of Historic Resource,2/18/2016
2013.0881E,Categorical Exemption-Stamp,7/2/2013
2013.1466E,Categorical Exemption-Stamp,6/24/2013
2013.0851E,Categorical Exemption-Certificate,8/30/2013
2013.0865E,Categorical Exemption-Stamp,6/27/2013
2012.1531E,Categorical Exemption-Class 32,9/15/2014
2013.0866E,Categorical Exemption-Stamp,6/28/2013
2013.0106E,Community Plan-Determination,8/19/2014
2013.0867E,Categorical Exemption-Stamp,7/1/2013
2013.0955E,Categorical Exemption-Stamp,7/17/2013
2013.0887E,Categorical Exemption-Stamp,7/3/2013
2013.0893E,Categorical Exemption-Determination of Historic Resource,1/23/2014
2013.0895E,Categorical Exemption-Determination of Historic Resource,9/27/2013
2013.0898E,Categorical Exemption-Determination of Historic Resource,9/10/2013
2013.0901E,Categorical Exemption-Determination of Historic Resource,8/17/2013
2013.0902E,Categorical Exemption-Certificate,4/4/2014
2013.0903E,Categorical Exemption-Stamp,7/6/2013
2013.0904E,Categorical Exemption-Determination of Historic Resource,9/16/2013
2013.0907E,Categorical Exemption-Stamp,7/8/2013
2013.0318E,Community Plan-Determination,10/24/2013
2013.0913E,Categorical Exemption-Stamp,7/23/2013
2013.0924E,Categorical Exemption-Stamp,7/11/2013
2013.0925E,Categorical Exemption-Certificate,7/24/2013
2013.0938E,Categorical Exemption-Stamp,7/11/2013
2013.0954E,Categorical Exemption-Stamp,7/17/2013
2013.1170E,Categorical Exemption-Stamp,7/11/2013
2012.1454E,Categorical Exemption-Class 32,11/13/2013
2013.0926E,Categorical Exemption-Stamp,7/12/2013
2013.0927E,Categorical Exemption-Stamp,7/12/2013
2013.0928E,Categorical Exemption-Determination of Historic Resource Impact,9/10/2013
2013.0929E,Categorical Exemption-Stamp,7/26/2013
2013.0930E,Categorical Exemption-Stamp,7/12/2013
2013.0931E,Categorical Exemption-Stamp,7/12/2013
2013.0932E,Categorical Exemption-Stamp,7/12/2013
2013.0933E,Categorical Exemption-Stamp,7/12/2013
2013.0934E,Categorical Exemption-Stamp,7/12/2013
2013.0939E,Categorical Exemption-Stamp,7/16/2013
2013.1263E,Review-Exemption Prepared by Another Agency,9/6/2013
2013.0941E,Categorical Exemption-Determination of Historic Resource,8/26/2013
2013.0942E,Categorical Exemption-Stamp,7/16/2013
2013.0943E,Categorical Exemption-Stamp,10/15/2013
2013.0953E,Categorical Exemption-Determination of Historic Resource,10/15/2013
2013.0960E,Categorical Exemption-Determination of Historic Resource,10/30/2013
2013.0974E,Categorical Exemption-Stamp,7/23/2013
2013.0980E,Review-Exemption Prepared by Another Agency,7/18/2013
2013.0962E,Categorical Exemption-Certificate,7/31/2013
2012.0906E_3,Community Plan-Exemption/Exclusion,7/31/2013
2013.0966E,Categorical Exemption-Stamp,7/22/2013
2013.1253E,Categorical Exemption-Determination of Historic Resource,11/13/2013
2013.0783E,Categorical Exemption-Certificate,9/18/2014
2013.0978E,Categorical Exemption-Determination of Historic Resource,1/2/2014
2013.0979E,Categorical Exemption-Determination of Historic Resource,10/8/2013
