PARENT RECORD ID,Governing,Publication_Date,Review_Type
2019-012143PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012144PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012147PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012148PRJ,Exemption,8/9/2019,Project Light (PRL)
2019-012149PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012150PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012151PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012152PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012153PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012154PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012155PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012156PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012157PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012163PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012168PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012172PRJ,Exemption,,Project Light (PRL)
2019-012174PRL,Exemption,6/4/2019,Project Profile (PRJ)
2019-012177PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012179PRL,Exemption,6/4/2019,Project Profile (PRJ)
2019-012183PRJ,Exemption,6/12/2019,Project Profile (PRJ)
2019-012184PRJ,Exemption,7/15/2019,Project Profile (PRJ)
2019-012187PRJ,Exemption,8/26/2019,Categorical Exemption-Stamp
2019-012190PRL,Exemption,6/4/2019,Project Profile (PRJ)
2019-012193PRL,Exemption,6/4/2019,Categorical Exemption-Determination of Historic Resource
2019-012194PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012196PRL,Exemption,6/21/2019,Project Light (PRL)
2019-012201PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012206PRJ,Exemption,6/29/2020,Project Light (PRL)
2019-012209PRL,Exemption,6/5/2019,Project Light (PRL)
2019-012210PRL,Exemption,6/5/2019,Project Light (PRL)
2019-012212PRL,Exemption,6/5/2019,Project Light (PRL)
2019-012213PRL,Exemption,6/5/2019,Project Light (PRL)
2019-012214PRL,Exemption,6/5/2019,Project Light (PRL)
2019-012217PRL,Exemption,6/5/2019,Project Light (PRL)
2019-012218PRL,Exemption,6/5/2019,Project Light (PRL)
2019-012219PRL,Exemption,6/5/2019,Project Light (PRL)
2019-012220PRL,Exemption,6/5/2019,Project Light (PRL)
2019-012221PRL,Exemption,6/5/2019,Project Profile (PRJ)
2019-012223PRL,Exemption,6/5/2019,Project Light (PRL)
2019-012224PRJ,Exemption,6/25/2019,Project Profile (PRJ)
2019-012230PRL,Exemption,6/7/2019,Project Light (PRL)
2019-012244PRL,Exemption,6/5/2019,Project Light (PRL)
2019-012247PRL,Exemption,6/5/2019,Project Light (PRL)
2019-012250PRL,Exemption,6/5/2019,Project Light (PRL)
2019-012251PRL,Exemption,6/5/2019,Project Light (PRL)
2019-012253PRJ,Exemption,7/16/2019,Project Light (PRL)
2019-012256PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012258PRL,Exemption,6/7/2019,Project Light (PRL)
2019-012263PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012266PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012268PRL,Exemption,6/6/2019,Project Profile (PRJ)
2019-012272PRL,Exemption,6/6/2019,Project Profile (PRJ)
2019-012274PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012276PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012278PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012284PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012287PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012289PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012290PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012292PRL,Exemption,6/6/2019,Project Profile (PRJ)
2019-012294PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012295PRJ,Exemption,7/11/2019,Project Light (PRL)
2019-012296PRJ,Exemption,,Project Light (PRL)
2019-012299PRL,Exemption,6/6/2019,Project Profile (PRJ)
2019-012301PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012303PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012306PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012307PRL,Exemption,6/6/2019,Project Profile (PRJ)
2019-012309PRL,Exemption,6/6/2019,Project Profile (PRJ)
2019-012310PRL,Exemption,6/6/2019,Categorical Exemption-Stamp
2019-012312PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012313PRL,Exemption,6/6/2019,Project Profile (PRJ)
2019-012317PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012318PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012319PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012320PRL,Exemption,6/6/2019,Project Light (PRL)
2019-012329PRL,Exemption,6/7/2019,Project Light (PRL)
2019-012330PRL,Exemption,6/7/2019,Project Light (PRL)
2019-012331PRL,Exemption,6/7/2019,Project Light (PRL)
2019-012332PRL,Exemption,6/7/2019,Project Profile (PRJ)
2019-012333PRL,Exemption,6/7/2019,Project Profile (PRJ)
2019-012334PRL,Exemption,6/7/2019,Project Profile (PRJ)
2019-012337PRL,Exemption,6/7/2019,Project Profile (PRJ)
2019-012338PRL,Exemption,6/7/2019,Project Light (PRL)
2019-012339PRJ,Exemption,9/16/2019,Project Light (PRL)
2019-012342PRL,Exemption,6/7/2019,Project Light (PRL)
2019-012344PRL,Exemption,6/7/2019,Project Light (PRL)
2019-012346PRL,Exemption,6/7/2019,Categorical Exemption-Determination of Historic Resource
2019-012347PRL,Exemption,3/4/2021,Project Light (PRL)
2019-012348PRL,Exemption,6/7/2019,Project Profile (PRJ)
2019-012349PRL,Exemption,6/7/2019,Project Light (PRL)
2019-012350PRL,Exemption,6/7/2019,Project Light (PRL)
2019-012351PRJ,Exemption,8/26/2020,Project Light (PRL)
2019-012354PRJ,Exemption,10/28/2020,Project Profile (PRJ)
2019-012362PRJ,Exemption,,Project Light (PRL)
2019-012365PRL,Exemption,6/10/2019,Project Profile (PRJ)
2019-012367PRL,Exemption,6/10/2019,Project Profile (PRJ)
2019-012368PRL,Exemption,6/10/2019,Project Profile (PRJ)
2019-012369PRL,Exemption,6/10/2019,Project Light (PRL)
2019-012370PRL,Exemption,6/10/2019,Project Profile (PRJ)
2019-012371PRL,Exemption,6/10/2019,Categorical Exemption-Determination of Historic Resource
2019-012375PRL,Exemption,6/10/2019,Project Profile (PRJ)
2019-012384PRL,Exemption,6/10/2019,Categorical Exemption-Determination of Historic Resource
2019-012386PRJ,Exemption,8/13/2019,Project Light (PRL)
2019-012391PRL,Exemption,6/10/2019,Project Light (PRL)
2019-012393PRJ,Exemption,8/15/2019,Project Light (PRL)
2019-012396PRL,Exemption,6/10/2019,Project Light (PRL)
2019-012397PRL,Exemption,6/10/2019,Project Light (PRL)
2019-012399PRJ,Exemption,8/4/2019,Project Light (PRL)
2019-012407PRL,Exemption,6/10/2019,Project Light (PRL)
2019-012411PRJ,Exemption,6/12/2019,Project Profile (PRJ)
2019-012414PRL,Exemption,6/10/2019,Project Light (PRL)
2019-012415PRL,Exemption,6/13/2019,Project Light (PRL)
2019-012424PRL,Exemption,6/10/2019,Project Profile (PRJ)
2019-012430PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012431PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012435PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012437PRL,Exemption,6/11/2019,Project Profile (PRJ)
2019-012441PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012446PRL,Exemption,6/11/2019,Community Plan-Determination
2019-012451PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012452PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012453PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012455PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012458PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012460PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012462PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012465PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012468PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012470PRL,Exemption,6/11/2019,Project Profile (PRJ)
2019-012471PRJ,Exemption,7/11/2019,Categorical Exemption-Determination of Historic Resource
2019-012476PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012479PRJ,Exemption,,Project Profile (PRJ)
2019-012480PRJ,Exemption,6/24/2019,Project Light (PRL)
2019-012484PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012489PRL,Exemption,6/11/2019,Project Profile (PRJ)
2019-012491PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012493PRL,Exemption,6/11/2019,Project Profile (PRJ)
2019-012494PRL,Exemption,6/11/2019,Categorical Exemption-Determination of Historic Resource
2019-012497PRL,Exemption,6/11/2019,Categorical Exemption-Determination of Historic Resource
2019-012500PRJ,Exemption,7/30/2019,Project Light (PRL)
2019-012503PRL,Exemption,6/11/2019,Project Light (PRL)
2019-012504PRJ,Exemption,5/15/2020,Project Light (PRL)
2019-012527PRL,Exemption,6/12/2019,Project Light (PRL)
2019-012528PRL,Exemption,6/12/2019,Project Light (PRL)
2019-012529PRL,Exemption,6/12/2019,Project Light (PRL)
2019-012542PRL,Exemption,6/12/2019,Project Profile (PRJ)
2019-012543PRL,Exemption,6/12/2019,Project Light (PRL)
2019-012544PRJ,Exemption,3/12/2020,Project Profile (PRJ)
2019-012545PRL,Exemption,6/12/2019,Project Light (PRL)
2019-012548PRL,Exemption,6/12/2019,Project Light (PRL)
2019-012553PRL,Exemption,6/12/2019,Project Light (PRL)
2019-012562PRL,Exemption,6/12/2019,Project Light (PRL)
2019-012567PRJ,Exemption,9/14/2020,Project Light (PRL)
2019-012568PRL,Exemption,6/12/2019,Project Light (PRL)
2019-012570PRL,Exemption,6/12/2019,Project Light (PRL)
2019-012576PRL,Exemption,6/12/2019,Project Light (PRL)
2019-012580PRJ,Exemption,7/25/2019,Project Light (PRL)
2019-012589PRJ,Exemption,8/14/2019,Project Light (PRL)
2019-012590PRL,Exemption,6/13/2019,Project Light (PRL)
2019-012591PRL,Exemption,6/13/2019,Project Light (PRL)
2019-012601PRL,Exemption,6/13/2019,Environmental Impact Report
2019-012603PRL,Exemption,6/13/2019,Public Project Exemption
2019-012604PRJ,Community Plan Evaluation,,Project Light (PRL)
2019-012607PRJ,Exemption,11/26/2019,Categorical Exemption-Determination of Historic Resource
2019-012608PRL,Exemption,6/13/2019,Project Profile (PRJ)
2019-012610PRL,Exemption,6/13/2019,Project Light (PRL)
2019-012611PRL,Exemption,6/13/2019,Categorical Exemption-Stamp
2019-012612PRL,Exemption,6/13/2019,Project Profile (PRJ)
2019-012613PRL,Exemption,6/13/2019,Project Light (PRL)
2019-012619PRL,Exemption,6/13/2019,Project Profile (PRJ)
2019-012620PRL,Exemption,6/13/2019,Project Light (PRL)
2019-012621PRL,Exemption,6/13/2019,Project Light (PRL)
2019-012623PRL,Exemption,6/13/2019,Project Light (PRL)
2019-012626PRL,Exemption,6/14/2019,Project Profile (PRJ)
2019-012627PRL,Exemption,6/14/2019,Project Light (PRL)
2019-012628PRL,Exemption,6/14/2019,Project Light (PRL)
2019-012629PRL,Exemption,6/14/2019,Project Light (PRL)
2019-012630PRL,Exemption,6/14/2019,Project Light (PRL)
2019-012631PRL,Exemption,6/14/2019,Project Profile (PRJ)
2019-012633PRL,Exemption,6/14/2019,Categorical Exemption-Determination of Historic Resource
2019-012634PRL,Exemption,6/14/2019,Project Light (PRL)
2019-012637PRJ,Exemption,12/3/2020,Project Profile (PRJ)
2019-012639PRJ,Exemption,8/3/2020,Project Profile (PRJ)
2019-012659PRJ,Exemption,,Project Light (PRL)
2019-012660PRL,Exemption,6/14/2019,Project Light (PRL)
2019-012661PRL,Exemption,6/14/2019,Project Light (PRL)
2019-012663PRJ,Exemption,6/29/2020,Project Light (PRL)
2019-012664PRL,Exemption,6/14/2019,Project Light (PRL)
2019-012666PRJ,Exemption,,Project Light (PRL)
2019-012676PRJ,0,,Categorical Exemption-Determination of Historic Resource
2019-012681PRJ,Exemption,7/16/2019,Project Profile (PRJ)
2019-012684PRL,Exemption,6/14/2019,Categorical Exemption-Determination of Historic Resource
2019-012685PRJ,Exemption,11/19/2019,Project Profile (PRJ)
2019-012687PRL,Exemption,6/14/2019,Project Light (PRL)
2019-012688PRJ,Exemption,12/30/2019,Project Profile (PRJ)
2019-012689PRJ,Exemption,8/4/2019,Project Profile (PRJ)
2019-012691PRJ,Exemption,12/16/2019,Project Light (PRL)
2019-012694PRJ,Exemption,9/12/2019,Project Light (PRL)
2019-012696PRL,Exemption,6/14/2019,Project Light (PRL)
2019-012698PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012699PRL,Exemption,6/14/2019,Project Light (PRL)
2019-012702PRJ,Exemption,9/30/2019,Project Light (PRL)
2019-012711PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012714PRL,Exemption,6/17/2019,Project Profile (PRJ)
2019-012715PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012717PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012719PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012721PRL,Exemption,6/17/2019,Categorical Exemption-Stamp
2019-012722PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012724PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012725PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012726PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012727PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012730PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012732PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012737PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012741PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012743PRL,Exemption,6/21/2019,Categorical Exemption-Determination of Historic Resource
2019-012747PRL,Exemption,6/17/2019,Project Profile (PRJ)
2019-012751PRJ,Exemption,3/5/2020,Project Light (PRL)
2019-012752PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012754PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012756PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012758PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012760PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012762PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012764PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012769PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012773PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012779PRL,Exemption,6/17/2019,Project Light (PRL)
2019-012789PRL,Exemption,6/18/2019,Project Light (PRL)
2019-012791PRL,Exemption,6/18/2019,Project Light (PRL)
2019-012801PRL,Exemption,6/18/2019,Project Light (PRL)
2019-012811PRL,Exemption,6/18/2019,Project Light (PRL)
2019-012812PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012813PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012814PRL,Exemption,6/18/2019,Project Light (PRL)
2019-012815PRL,Exemption,6/18/2019,Project Light (PRL)
2019-012816PRL,Exemption,6/18/2019,Project Light (PRL)
2019-012820PRJ,Community Plan Evaluation,2/10/2021,Project Light (PRL)
2019-012821PRL,Exemption,6/18/2019,Project Light (PRL)
2019-012822PRL,Exemption,6/18/2019,Project Light (PRL)
2019-012825PRL,Exemption,6/18/2019,Project Light (PRL)
2019-012827PRL,Exemption,6/18/2019,Project Light (PRL)
2019-012831PRL,Exemption,6/18/2019,Project Light (PRL)
2019-012837PRL,Exemption,6/18/2019,Project Profile (PRJ)
2019-012841PRJ,Exemption,11/5/2019,Project Profile (PRJ)
2019-012845PRJ,Exemption,9/9/2019,Categorical Exemption-Stamp
2019-012850PRL,Exemption,6/18/2019,Project Light (PRL)
2019-012851PRL,Exemption,6/18/2019,Project Light (PRL)
2019-012875PRL,Exemption,6/19/2019,Project Light (PRL)
2019-012877PRL,Exemption,6/19/2019,Project Profile (PRJ)
2019-012879PRL,Exemption,6/19/2019,Project Light (PRL)
2019-012880PRL,Exemption,6/19/2019,Project Light (PRL)
2019-012881PRL,Exemption,6/19/2019,Project Light (PRL)
2019-012882PRL,Exemption,6/19/2019,Project Light (PRL)
2019-012886PRL,Exemption,6/19/2019,Project Light (PRL)
2019-012888PRJ,Exemption,4/27/2021,Project Profile (PRJ)
2019-012898PRL,Exemption,6/19/2019,Categorical Exemption-Determination of Historic Resource
2019-012900PRJ,Exemption,10/22/2020,Project Profile (PRJ)
2019-012901PRJ,Exemption,9/9/2019,Categorical Exemption-Determination of Historic Resource
2019-012902PRJ,Exemption,11/21/2019,Project Light (PRL)
2019-012904PRL,Exemption,6/19/2019,Project Profile (PRJ)
2019-012905PRL,Exemption,6/19/2019,Categorical Exemption-Determination of Historic Resource
2019-012912PRJ,Exemption,8/1/2019,Project Light (PRL)
2019-012915PRJ,Community Plan Evaluation,,Project Profile (PRJ)
2019-012916PRL,Exemption,6/19/2019,Categorical Exemption-Determination of Historic Resource
2019-012917PRL,Exemption,6/19/2019,Project Profile (PRJ)
2019-012920PRJ,Exemption,7/18/2019,Project Light (PRL)
2019-012921PRL,Exemption,6/19/2019,Project Profile (PRJ)
2019-012924PRL,Exemption,6/19/2019,Categorical Exemption-Determination of Historic Resource
2019-012925PRJ,Exemption,,Project Light (PRL)
2019-012926PRJ,Exemption,8/14/2019,Project Light (PRL)
2019-012927PRL,Exemption,6/19/2019,Project Profile (PRJ)
2019-012934PRJ,Exemption,9/22/2021,Categorical Exemption-Stamp
2019-012937PRL,Exemption,6/25/2019,Project Light (PRL)
2019-012939PRL,Exemption,6/20/2019,Project Profile (PRJ)
2019-012941PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012944PRL,Exemption,6/25/2019,Project Light (PRL)
2019-012945PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012946PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012948PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012952PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012954PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012955PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012958PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012971PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012977PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012979PRL,Exemption,6/20/2019,Project Profile (PRJ)
2019-012980PRL,Exemption,6/20/2019,Categorical Exemption-Certificate
2019-012981PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012984PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012990PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012992PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012995PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012996PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012997PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012998PRL,Exemption,6/20/2019,Project Light (PRL)
2019-012999PRL,Exemption,6/20/2019,Project Light (PRL)
2019-013001PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013003PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013007PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013009PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013010PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013012PRJ,Exemption,2/6/2020,Project Light (PRL)
2019-013013PRJ,Exemption,10/18/2019,Project Light (PRL)
2019-013015PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013016PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013017PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013018PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013022PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013023PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013024PRJ,Exemption,1/21/2020,Project Light (PRL)
2019-013026PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013027PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013028PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013029PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013033PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013039PRL,Exemption,6/21/2019,Project Light (PRL)
2019-013041PRJ,Exemption,10/20/2020,Project Profile (PRJ)
2019-013044PRJ,Exemption,11/12/2019,Project Light (PRL)
2019-013045PRL,Exemption,6/21/2019,Project Profile (PRJ)
2019-013046PRJ,Exemption,3/9/2021,Project Light (PRL)
2019-013048PRL,Exemption,6/21/2019,Project Profile (PRJ)
2019-013054PRL,Exemption,6/24/2019,Project Light (PRL)
2019-013055PRL,Exemption,6/24/2019,Project Profile (PRJ)
2019-013056PRL,Exemption,6/26/2019,Public Project Exemption
2019-013057PRL,Exemption,6/24/2019,Project Light (PRL)
2019-013058PRL,Exemption,6/24/2019,Project Light (PRL)
2019-013060PRL,Exemption,6/24/2019,Project Light (PRL)
2019-013061PRL,Exemption,6/26/2019,Project Light (PRL)
2019-013062PRL,Exemption,6/26/2019,Project Light (PRL)
2019-013063PRL,Exemption,6/26/2019,Project Profile (PRJ)
2019-013065PRL,Exemption,6/26/2019,Project Light (PRL)
2019-013067PRL,Exemption,6/26/2019,Project Profile (PRJ)
2019-013070PRL,Exemption,6/24/2019,Project Light (PRL)
2019-013071PRL,Exemption,11/12/2019,Project Light (PRL)
2019-013072PRL,Exemption,6/24/2019,Project Light (PRL)
